decade,genre,bad word,number of appearance 
1950,Fantasy,dead,15
1950,Fantasy,sick,7
1950,Fantasy,fairy,5
1950,Fantasy,stroke,3
1950,Fantasy,stupid,2
1950,Fantasy,torture,1
1950,Fantasy,devil,11
1950,Fantasy,fear,9
1950,Fantasy,died,7
1950,Fantasy,destroy,8
1950,Fantasy,fight,16
1950,Fantasy,sex,1
1950,Fantasy,mad,9
1950,Fantasy,blind,2
1950,Fantasy,murderer,1
1950,Fantasy,murder,4
1950,Fantasy,shoot,5
1950,Fantasy,executioner,1
1950,Fantasy,deposit,2
1950,Fantasy,church,4
1950,Fantasy,blow,6
1950,Fantasy,swallow,1
1950,Fantasy,lies,5
1950,Fantasy,kill,30
1950,Fantasy,spit,2
1950,Fantasy,die,12
1950,Fantasy,demon,1
1950,Fantasy,slave,4
1950,Fantasy,nasty,2
1950,Fantasy,buried,3
1950,Fantasy,girls,2
1950,Fantasy,pixie,2
1950,Fantasy,ho,5
1950,Fantasy,beast,3
1950,Fantasy,pot,2
1950,Fantasy,killed,4
1950,Fantasy,burn,7
1950,Fantasy,squaw,1
1950,Fantasy,hook,3
1950,Fantasy,black,9
1950,Fantasy,crack,4
1950,Fantasy,drunk,3
1950,Fantasy,angry,7
1950,Fantasy,women's,2
1950,Fantasy,dope,1
1950,Fantasy,babies,2
1950,Fantasy,children's,2
1950,Fantasy,dirty,4
1950,Fantasy,killing,2
1950,Fantasy,blacks,1
1950,Fantasy,blackout,2
1950,Fantasy,gun,1
1950,Fantasy,harder,1
1950,Fantasy,attack,2
1950,Fantasy,escort,2
1950,Fantasy,gay,2
1950,Fantasy,crash,1
1950,Fantasy,tongue,5
1950,Fantasy,doom,1
1950,Fantasy,fore,1
1950,Fantasy,pom,1
1950,Fantasy,crime,3
1950,Fantasy,whiskey,2
1950,Fantasy,bigger,1
1950,Fantasy,gob,1
1950,Fantasy,babe,1
1950,Fantasy,fairies,3
1950,Fantasy,smack,2
1950,Fantasy,drunken,1
1950,Fantasy,cemetery,1
1950,Fantasy,remains,5
1950,Fantasy,naked,1
1950,Fantasy,slaughter,1
1950,Fantasy,arse,1
1950,Fantasy,raped,1
1950,Fantasy,pussy,2
1950,Fantasy,virgin,2
1950,Fantasy,hell,1
1950,Fantasy,sob,1
1950,Fantasy,fart,1
1950,Fantasy,prick,2
1950,Fantasy,hole,1
1950,Fantasy,terror,1
1950,Fantasy,erect,1
1950,Fantasy,weapon,1
1950,Fantasy,color,2
1950,Fantasy,robber,1
1950,Fantasy,breast,1
1950,Fantasy,laid,1
1950,Fantasy,funeral,2
decade,genre,bad word,number of appearance
1950,Family,die,19
1950,Family,church,11
1950,Family,death,5
1950,Family,servant,1
1950,Family,faith,6
1950,Family,fire,12
1950,Family,dead,15
1950,Family,sick,15
1950,Family,fairy,6
1950,Family,stroke,2
1950,Family,stupid,6
1950,Family,babies,3
1950,Family,fear,12
1950,Family,devil,15
1950,Family,dirty,16
1950,Family,criminal,1
1950,Family,laid,9
1950,Family,girls,23
1950,Family,bigger,5
1950,Family,shooting,1
1950,Family,cigarette,2
1950,Family,colored,1
1950,Family,children's,4
1950,Family,tramp,7
1950,Family,fat,11
1950,Family,bombing,1
1950,Family,torture,1
1950,Family,died,11
1950,Family,destroy,7
1950,Family,fight,20
1950,Family,sex,2
1950,Family,mad,11
1950,Family,blind,3
1950,Family,murderer,1
1950,Family,murder,7
1950,Family,shoot,14
1950,Family,executioner,1
1950,Family,deposit,2
1950,Family,blow,14
1950,Family,swallow,1
1950,Family,lies,7
1950,Family,kill,14
1950,Family,spit,3
1950,Family,demon,1
1950,Family,slave,5
1950,Family,buried,4
1950,Family,criminals,1
1950,Family,radical,1
1950,Family,knife,3
1950,Family,assassinate,1
1950,Family,nip,1
1950,Family,idiot,4
1950,Family,nasty,2
1950,Family,pixie,2
1950,Family,ho,8
1950,Family,beast,3
1950,Family,pot,3
1950,Family,killed,9
1950,Family,burn,13
1950,Family,squaw,2
1950,Family,hook,2
1950,Family,black,13
1950,Family,crack,5
1950,Family,pistol,1
1950,Family,fore,2
1950,Family,killing,1
1950,Family,firing,1
1950,Family,desire,2
1950,Family,scum,1
1950,Family,attack,2
1950,Family,enemy,8
1950,Family,hostage,1
1950,Family,crime,6
1950,Family,diseases,1
1950,Family,toilet,2
1950,Family,dumb,2
1950,Family,gross,1
1950,Family,poop,1
1950,Family,drunk,5
1950,Family,cocky,1
1950,Family,chin,1
1950,Family,color,4
1950,Family,gay,3
1950,Family,liquor,1
1950,Family,suicide,1
1950,Family,pom,1
1950,Family,naked,3
1950,Family,harder,2
1950,Family,escort,2
1950,Family,spank,1
1950,Family,weenie,1
1950,Family,whiskey,2
1950,Family,gob,1
1950,Family,angry,5
1950,Family,babe,1
1950,Family,fairies,3
1950,Family,smack,2
1950,Family,tongue,1
1950,Family,drunken,1
1950,Family,prick,2
1950,Family,hole,1
1950,Family,women's,2
1950,Family,god,1
1950,Family,failed,3
1950,Family,jade,1
1950,Family,crash,1
1950,Family,failure,1
1950,Family,horn,1
1950,Family,foursome,1
1950,Family,kid,2
1950,Family,damn,1
1950,Family,whites,1
1950,Family,robber,1
1950,Family,breast,1
1950,Family,remains,1
1950,Family,funeral,2
1950,Family,gun,4
1950,Family,balls,1
decade,genre,bad word,number of appearance
1950,Drama,faith,63
1950,Drama,kid,192
1950,Drama,attack,73
1950,Drama,boobs,1
1950,Drama,damn,65
1950,Drama,nasty,21
1950,Drama,harder,21
1950,Drama,kill,541
1950,Drama,hell,97
1950,Drama,dope,10
1950,Drama,goddamn,7
1950,Drama,death,164
1950,Drama,sick,146
1950,Drama,honkers,2
1950,Drama,blow,113
1950,Drama,funeral,18
1950,Drama,dead,241
1950,Drama,firing,41
1950,Drama,fire,173
1950,Drama,harem,4
1950,Drama,dirty,88
1950,Drama,bigger,57
1950,Drama,die,298
1950,Drama,liquor,28
1950,Drama,girls,158
1950,Drama,fight,277
1950,Drama,babies,11
1950,Drama,spit,40
1950,Drama,spank,6
1950,Drama,bombing,7
1950,Drama,failed,20
1950,Drama,fat,74
1950,Drama,hole,46
1950,Drama,dive,14
1950,Drama,destroy,79
1950,Drama,enemy,68
1950,Drama,killed,304
1950,Drama,shooting,41
1950,Drama,screw,4
1950,Drama,crash,9
1950,Drama,lies,57
1950,Drama,beast,7
1950,Drama,cocktail,24
1950,Drama,stupid,91
1950,Drama,stroke,18
1950,Drama,remains,21
1950,Drama,sexual,3
1950,Drama,weapon,14
1950,Drama,angry,51
1950,Drama,died,129
1950,Drama,snigger,1
1950,Drama,drunk,60
1950,Drama,failure,9
1950,Drama,blind,33
1950,Drama,black,125
1950,Drama,laid,51
1950,Drama,joint,20
1950,Drama,knife,46
1950,Drama,sucker,10
1950,Drama,mad,70
1950,Drama,butt,11
1950,Drama,dumb,33
1950,Drama,hook,20
1950,Drama,swallow,12
1950,Drama,sperm,4
1950,Drama,murder,109
1950,Drama,desire,32
1950,Drama,naked,13
1950,Drama,slave,52
1950,Drama,bomb,25
1950,Drama,explosion,9
1950,Drama,suicide,13
1950,Drama,killing,80
1950,Drama,cigarette,47
1950,Drama,gun,124
1950,Drama,tongue,23
1950,Drama,marijuana,4
1950,Drama,dies,10
1950,Drama,welfare,11
1950,Drama,conservative,4
1950,Drama,illegal,5
1950,Drama,fear,92
1950,Drama,reject,5
1950,Drama,whiz,2
1950,Drama,torture,11
1950,Drama,liberal,5
1950,Drama,women's,13
1950,Drama,refugee,3
1950,Drama,deposit,6
1950,Drama,color,24
1950,Drama,pot,14
1950,Drama,robber,2
1950,Drama,kills,27
1950,Drama,fairy,16
1950,Drama,booby,2
1950,Drama,gin,21
1950,Drama,buried,49
1950,Drama,adult,7
1950,Drama,banging,2
1950,Drama,killer,13
1950,Drama,rump,1
1950,Drama,drug,10
1950,Drama,pansies,2
1950,Drama,gay,25
1950,Drama,devil,29
1950,Drama,tramp,8
1950,Drama,creamy,1
1950,Drama,crime,42
1950,Drama,whiskey,25
1950,Drama,sniper,1
1950,Drama,crack,40
1950,Drama,assault,10
1950,Drama,shoot,123
1950,Drama,church,52
1950,Drama,addict,1
1950,Drama,cum,1
1950,Drama,poverty,6
1950,Drama,taboo,5
1950,Drama,sissy,3
1950,Drama,queer,3
1950,Drama,erect,3
1950,Drama,burn,78
1950,Drama,colored,16
1950,Drama,horny,4
1950,Drama,terror,10
1950,Drama,servant,18
1950,Drama,smack,7
1950,Drama,redneck,3
1950,Drama,spunk,1
1950,Drama,bra,2
1950,Drama,sex,12
1950,Drama,toilet,7
1950,Drama,honk,1
1950,Drama,horn,5
1950,Drama,fraud,3
1950,Drama,diddle,1
1950,Drama,criminals,5
1950,Drama,babe,2
1950,Drama,executed,4
1950,Drama,criminal,24
1950,Drama,violence,13
1950,Drama,drunken,14
1950,Drama,scallywag,1
1950,Drama,boom,6
1950,Drama,execution,10
1950,Drama,disturbed,18
1950,Drama,slaughter,7
1950,Drama,jade,1
1950,Drama,rabbi,3
1950,Drama,whites,1
1950,Drama,amateur,8
1950,Drama,cockfight,1
1950,Drama,crimes,9
1950,Drama,blackout,4
1950,Drama,puke,1
1950,Drama,period,7
1950,Drama,doom,5
1950,Drama,raped,15
1950,Drama,sexually,1
1950,Drama,disease,6
1950,Drama,penthouse,2
1950,Drama,crap,3
1950,Drama,prostitute,1
1950,Drama,pimp,1
1950,Drama,idiot,15
1950,Drama,hustler,3
1950,Drama,bombs,7
1950,Drama,nude,1
1950,Drama,whore,3
1950,Drama,bible,1
1950,Drama,children's,9
1950,Drama,lotion,2
1950,Drama,execute,5
1950,Drama,pistol,3
1950,Drama,gyp,1
1950,Drama,demon,11
1950,Drama,pros,1
1950,Drama,conspiracy,5
1950,Drama,murderer,13
1950,Drama,retarded,1
1950,Drama,chin,11
1950,Drama,nip,4
1950,Drama,rape,12
1950,Drama,suck,10
1950,Drama,homicide,6
1950,Drama,snatch,4
1950,Drama,nymph,1
1950,Drama,sob,2
1950,Drama,breast,6
1950,Drama,gross,6
1950,Drama,bestial,1
1950,Drama,whit,2
1950,Drama,corruption,6
1950,Drama,cock,3
1950,Drama,ass,3
1950,Drama,abortion,1
1950,Drama,slimeball,1
1950,Drama,god,53
1950,Drama,jackass,2
1950,Drama,quickie,1
1950,Drama,welcher,1
1950,Drama,bondage,5
1950,Drama,fore,4
1950,Drama,squaw,1
1950,Drama,alla,1
1950,Drama,assassination,2
1950,Drama,executioner,1
1950,Drama,retard,3
1950,Drama,panties,7
1950,Drama,intercourse,1
1950,Drama,balls,4
1950,Drama,bitch,1
1950,Drama,lingerie,1
1950,Drama,escort,15
1950,Drama,pixie,2
1950,Drama,arse,2
1950,Drama,oral,1
1950,Drama,sooty,1
1950,Drama,asses,1
1950,Drama,peck,1
1950,Drama,vomit,1
1950,Drama,damnation,1
1950,Drama,abuse,4
1950,Drama,slime,1
1950,Drama,diseases,1
1950,Drama,poop,1
1950,Drama,cocky,1
1950,Drama,communist,3
1950,Drama,assassinate,1
1950,Drama,sweetness,7
1950,Drama,coolie,2
1950,Drama,bombers,3
1950,Drama,scum,2
1950,Drama,limey,1
1950,Drama,itch,1
1950,Drama,goddamned,1
1950,Drama,fart,2
1950,Drama,spick,1
1950,Drama,virgin,4
1950,Drama,heroin,1
1950,Drama,reefer,1
1950,Drama,cemetery,3
1950,Drama,weenie,1
1950,Drama,slant,2
1950,Drama,puss,1
1950,Drama,hobo,1
1950,Drama,shit,2
1950,Drama,baptist,1
1950,Drama,premature,1
1950,Drama,pussy,2
1950,Drama,excrement,1
1950,Drama,cancer,7
1950,Drama,radical,1
1950,Drama,fucked,1
1950,Drama,pansy,1
1950,Drama,ho,1
1950,Drama,loser,2
1950,Drama,kink,1
1950,Drama,piss,1
1950,Drama,nook,1
1950,Drama,moles,1
1950,Drama,peckerwood,1
1950,Drama,playgirl,1
1950,Drama,nipple,1
1950,Drama,shag,1
1950,Drama,bohunk,2
1950,Drama,lynch,1
1950,Drama,negro,1
1950,Drama,molest,1
1950,Drama,moron,1
1950,Drama,propaganda,1
decade,genre,bad word,number of appearance
1950,Crime,faith,8
1950,Crime,kid,31
1950,Crime,attack,7
1950,Crime,boobs,1
1950,Crime,damn,8
1950,Crime,nasty,3
1950,Crime,harder,2
1950,Crime,kill,135
1950,Crime,hell,8
1950,Crime,dope,5
1950,Crime,goddamn,2
1950,Crime,criminals,4
1950,Crime,shooting,11
1950,Crime,sick,21
1950,Crime,hole,12
1950,Crime,bigger,10
1950,Crime,fight,25
1950,Crime,gun,43
1950,Crime,babe,2
1950,Crime,blow,23
1950,Crime,dirty,29
1950,Crime,killed,109
1950,Crime,shoot,25
1950,Crime,killing,22
1950,Crime,death,19
1950,Crime,dead,53
1950,Crime,firing,5
1950,Crime,executed,2
1950,Crime,criminal,18
1950,Crime,violence,5
1950,Crime,crime,21
1950,Crime,liquor,8
1950,Crime,fat,13
1950,Crime,died,14
1950,Crime,church,7
1950,Crime,black,29
1950,Crime,destroy,2
1950,Crime,refugee,1
1950,Crime,drunken,3
1950,Crime,fire,14
1950,Crime,scallywag,1
1950,Crime,murder,66
1950,Crime,torture,5
1950,Crime,boom,1
1950,Crime,spit,7
1950,Crime,fear,7
1950,Crime,laid,15
1950,Crime,execution,5
1950,Crime,lies,9
1950,Crime,stupid,18
1950,Crime,remains,2
1950,Crime,angry,5
1950,Crime,fairy,4
1950,Crime,smack,1
1950,Crime,failed,7
1950,Crime,amateur,2
1950,Crime,joint,7
1950,Crime,crack,4
1950,Crime,crap,2
1950,Crime,spank,1
1950,Crime,prostitute,1
1950,Crime,dumb,7
1950,Crime,pimp,1
1950,Crime,cigarette,13
1950,Crime,hustler,3
1950,Crime,die,13
1950,Crime,tramp,3
1950,Crime,banging,1
1950,Crime,color,7
1950,Crime,buried,8
1950,Crime,pot,4
1950,Crime,suicide,4
1950,Crime,illegal,3
1950,Crime,devil,4
1950,Crime,execute,3
1950,Crime,drug,3
1950,Crime,girls,19
1950,Crime,whiskey,3
1950,Crime,screw,2
1950,Crime,pistol,2
1950,Crime,gyp,1
1950,Crime,blind,6
1950,Crime,mad,12
1950,Crime,homicide,3
1950,Crime,snatch,3
1950,Crime,kills,5
1950,Crime,burn,15
1950,Crime,swallow,2
1950,Crime,knife,9
1950,Crime,assassination,1
1950,Crime,crash,3
1950,Crime,raped,13
1950,Crime,rape,10
1950,Crime,panties,7
1950,Crime,queer,1
1950,Crime,drunk,9
1950,Crime,intercourse,1
1950,Crime,sexual,1
1950,Crime,balls,1
1950,Crime,disturbed,5
1950,Crime,sperm,1
1950,Crime,gay,2
1950,Crime,cocktail,2
1950,Crime,tongue,1
1950,Crime,bitch,1
1950,Crime,crimes,7
1950,Crime,desire,1
1950,Crime,lingerie,1
1950,Crime,terror,1
1950,Crime,assault,3
1950,Crime,weapon,3
1950,Crime,demon,1
1950,Crime,funeral,1
1950,Crime,virgin,1
1950,Crime,escort,1
1950,Crime,women's,5
1950,Crime,robber,2
1950,Crime,hook,4
1950,Crime,damnation,1
1950,Crime,breast,2
1950,Crime,nip,2
1950,Crime,babies,3
1950,Crime,bomb,5
1950,Crime,killer,7
1950,Crime,dive,2
1950,Crime,explosion,1
1950,Crime,marijuana,1
1950,Crime,abuse,2
1950,Crime,heroin,1
1950,Crime,reefer,1
1950,Crime,adult,1
1950,Crime,sweetness,2
1950,Crime,children's,3
1950,Crime,executioner,1
1950,Crime,muff,1
1950,Crime,sucker,3
1950,Crime,nook,1
1950,Crime,chin,4
1950,Crime,slave,1
1950,Crime,deposit,2
1950,Crime,murderer,3
1950,Crime,sex,1
1950,Crime,disease,1
1950,Crime,corruption,1
1950,Crime,booby,1
1950,Crime,moron,1
1950,Crime,puss,1
1950,Crime,colored,4
1950,Crime,peckerwood,1
1950,Crime,bohunk,2
1950,Crime,gin,1
1950,Crime,lynch,1
1950,Crime,negro,1
1950,Crime,pixie,1
decade,genre,bad word,number of appearance
1950,Comedy,die,127
1950,Comedy,church,22
1950,Comedy,sucker,6
1950,Comedy,kid,60
1950,Comedy,dead,59
1950,Comedy,girls,135
1950,Comedy,stupid,40
1950,Comedy,died,31
1950,Comedy,mad,27
1950,Comedy,butt,4
1950,Comedy,fire,66
1950,Comedy,sick,63
1950,Comedy,dirty,34
1950,Comedy,bigger,24
1950,Comedy,dumb,17
1950,Comedy,hook,7
1950,Comedy,killed,26
1950,Comedy,blow,37
1950,Comedy,fight,59
1950,Comedy,conservative,3
1950,Comedy,firing,9
1950,Comedy,faith,15
1950,Comedy,kill,65
1950,Comedy,illegal,2
1950,Comedy,cocktail,13
1950,Comedy,damn,13
1950,Comedy,hole,31
1950,Comedy,whiz,1
1950,Comedy,black,48
1950,Comedy,nasty,8
1950,Comedy,destroy,17
1950,Comedy,funeral,7
1950,Comedy,torture,5
1950,Comedy,liberal,1
1950,Comedy,women's,8
1950,Comedy,refugee,2
1950,Comedy,deposit,4
1950,Comedy,balls,2
1950,Comedy,remains,9
1950,Comedy,shooting,13
1950,Comedy,hell,8
1950,Comedy,welfare,7
1950,Comedy,coloured,2
1950,Comedy,devil,24
1950,Comedy,intercourse,2
1950,Comedy,blacks,1
1950,Comedy,harder,4
1950,Comedy,killing,14
1950,Comedy,death,32
1950,Comedy,geezer,1
1950,Comedy,idiot,14
1950,Comedy,attack,11
1950,Comedy,period,6
1950,Comedy,slave,6
1950,Comedy,fat,31
1950,Comedy,execution,3
1950,Comedy,servant,3
1950,Comedy,shoot,48
1950,Comedy,knife,13
1950,Comedy,pot,5
1950,Comedy,execute,2
1950,Comedy,escort,12
1950,Comedy,crack,13
1950,Comedy,suicide,4
1950,Comedy,rump,1
1950,Comedy,drug,5
1950,Comedy,pansies,1
1950,Comedy,naked,2
1950,Comedy,failed,6
1950,Comedy,spit,9
1950,Comedy,gay,18
1950,Comedy,fear,26
1950,Comedy,tramp,10
1950,Comedy,creamy,2
1950,Comedy,laid,22
1950,Comedy,burn,20
1950,Comedy,crap,20
1950,Comedy,liquor,9
1950,Comedy,sex,6
1950,Comedy,joint,11
1950,Comedy,desire,6
1950,Comedy,gun,13
1950,Comedy,color,14
1950,Comedy,stroke,7
1950,Comedy,crime,11
1950,Comedy,spank,2
1950,Comedy,babe,3
1950,Comedy,blind,10
1950,Comedy,weapon,6
1950,Comedy,lies,11
1950,Comedy,breast,3
1950,Comedy,terror,3
1950,Comedy,tongue,3
1950,Comedy,honk,1
1950,Comedy,horn,2
1950,Comedy,fraud,1
1950,Comedy,murder,24
1950,Comedy,diddle,4
1950,Comedy,drunken,4
1950,Comedy,criminals,1
1950,Comedy,violence,3
1950,Comedy,scallywag,1
1950,Comedy,boom,2
1950,Comedy,queer,1
1950,Comedy,beaver,1
1950,Comedy,angry,21
1950,Comedy,buried,8
1950,Comedy,adult,5
1950,Comedy,swallow,6
1950,Comedy,chin,7
1950,Comedy,husky,1
1950,Comedy,crash,5
1950,Comedy,molest,2
1950,Comedy,demon,2
1950,Comedy,gin,7
1950,Comedy,drunk,12
1950,Comedy,babies,8
1950,Comedy,criminal,3
1950,Comedy,cigarette,23
1950,Comedy,colored,5
1950,Comedy,children's,8
1950,Comedy,fairy,3
1950,Comedy,bombing,2
1950,Comedy,enemy,16
1950,Comedy,bomb,25
1950,Comedy,peck,3
1950,Comedy,beast,3
1950,Comedy,lingerie,1
1950,Comedy,gross,3
1950,Comedy,kills,7
1950,Comedy,damnation,3
1950,Comedy,killer,2
1950,Comedy,coolie,1
1950,Comedy,screw,2
1950,Comedy,smack,1
1950,Comedy,nip,2
1950,Comedy,banging,2
1950,Comedy,harem,3
1950,Comedy,rape,1
1950,Comedy,failure,3
1950,Comedy,disease,1
1950,Comedy,assault,1
1950,Comedy,murderer,3
1950,Comedy,minority,2
1950,Comedy,dope,2
1950,Comedy,slaughter,2
1950,Comedy,blackout,2
1950,Comedy,snatch,3
1950,Comedy,whiskey,9
1950,Comedy,oral,1
1950,Comedy,diseases,1
1950,Comedy,toilet,4
1950,Comedy,fore,3
1950,Comedy,poop,1
1950,Comedy,cocky,1
1950,Comedy,shag,1
1950,Comedy,ho,1
1950,Comedy,disturbed,6
1950,Comedy,taboo,1
1950,Comedy,dive,1
1950,Comedy,ass,2
1950,Comedy,cemetery,1
1950,Comedy,suck,2
1950,Comedy,spick,1
1950,Comedy,bombs,2
1950,Comedy,assassination,1
1950,Comedy,communist,1
1950,Comedy,dies,2
1950,Comedy,weenie,2
1950,Comedy,robber,2
1950,Comedy,slant,1
1950,Comedy,virgin,1
1950,Comedy,explosion,4
1950,Comedy,sweetness,2
1950,Comedy,puss,1
1950,Comedy,conspiracy,1
1950,Comedy,hobo,1
1950,Comedy,shit,1
1950,Comedy,bible,1
1950,Comedy,fuck,3
1950,Comedy,foursome,1
1950,Comedy,american,2
1950,Comedy,whites,1
1950,Comedy,booby,1
1950,Comedy,moron,1
1950,Comedy,reject,1
1950,Comedy,panties,1
1950,Comedy,bra,1
1950,Comedy,amateur,1
1950,Comedy,jugs,1
decade,genre,bad word,number of appearance
1950,Animation,death,1
1950,Animation,servant,1
1950,Animation,faith,5
1950,Animation,fire,1
1950,Animation,dead,2
1950,Animation,sick,1
1950,Animation,fairy,3
1950,Animation,stroke,1
1950,Animation,stupid,1
1950,Animation,buried,2
1950,Animation,criminals,1
1950,Animation,radical,1
1950,Animation,knife,1
1950,Animation,assassinate,1
1950,Animation,nip,1
1950,Animation,idiot,1
1950,Animation,tramp,6
1950,Animation,destroy,1
1950,Animation,laid,1
1950,Animation,nasty,1
1950,Animation,girls,1
1950,Animation,pixie,2
1950,Animation,fight,6
1950,Animation,ho,5
1950,Animation,beast,2
1950,Animation,pot,1
1950,Animation,shoot,3
1950,Animation,killed,1
1950,Animation,burn,2
1950,Animation,squaw,1
1950,Animation,mad,6
1950,Animation,hook,2
1950,Animation,black,1
1950,Animation,crack,1
1950,Animation,pom,1
1950,Animation,gay,1
1950,Animation,blow,2
1950,Animation,crime,1
1950,Animation,prick,2
1950,Animation,fairies,2
1950,Animation,hole,1
1950,Animation,lies,1
1950,Animation,die,1
decade,genre,bad word,number of appearance
1950,Adventure,swallow,4
1950,Adventure,destroy,23
1950,Adventure,enemy,17
1950,Adventure,sperm,3
1950,Adventure,killed,71
1950,Adventure,mad,19
1950,Adventure,fight,76
1950,Adventure,die,72
1950,Adventure,knife,10
1950,Adventure,lies,13
1950,Adventure,dead,80
1950,Adventure,murder,20
1950,Adventure,girls,12
1950,Adventure,desire,8
1950,Adventure,faith,15
1950,Adventure,naked,1
1950,Adventure,slave,19
1950,Adventure,blow,41
1950,Adventure,bomb,3
1950,Adventure,explosion,2
1950,Adventure,suicide,2
1950,Adventure,color,10
1950,Adventure,laid,12
1950,Adventure,pot,6
1950,Adventure,harder,4
1950,Adventure,robber,2
1950,Adventure,hook,6
1950,Adventure,kills,5
1950,Adventure,kill,135
1950,Adventure,failure,3
1950,Adventure,hole,10
1950,Adventure,fear,34
1950,Adventure,butt,2
1950,Adventure,hell,17
1950,Adventure,killing,10
1950,Adventure,death,38
1950,Adventure,fat,18
1950,Adventure,execution,3
1950,Adventure,servant,7
1950,Adventure,shoot,34
1950,Adventure,firing,11
1950,Adventure,execute,1
1950,Adventure,escort,3
1950,Adventure,attack,20
1950,Adventure,funeral,5
1950,Adventure,crack,9
1950,Adventure,fire,81
1950,Adventure,screw,1
1950,Adventure,died,29
1950,Adventure,sick,23
1950,Adventure,church,8
1950,Adventure,kid,9
1950,Adventure,disturbed,2
1950,Adventure,crime,10
1950,Adventure,remains,4
1950,Adventure,racial,1
1950,Adventure,whiskey,4
1950,Adventure,buried,11
1950,Adventure,devil,19
1950,Adventure,stupid,7
1950,Adventure,bigger,6
1950,Adventure,god,11
1950,Adventure,gun,38
1950,Adventure,angry,13
1950,Adventure,nip,2
1950,Adventure,damn,11
1950,Adventure,failed,5
1950,Adventure,criminals,2
1950,Adventure,violence,3
1950,Adventure,liquor,3
1950,Adventure,black,30
1950,Adventure,refugee,1
1950,Adventure,drunken,5
1950,Adventure,scallywag,1
1950,Adventure,shooting,7
1950,Adventure,torture,2
1950,Adventure,boom,1
1950,Adventure,spit,12
1950,Adventure,dirty,10
1950,Adventure,drunk,5
1950,Adventure,slaughter,3
1950,Adventure,jade,2
1950,Adventure,rabbi,2
1950,Adventure,stroke,3
1950,Adventure,burn,21
1950,Adventure,whites,1
1950,Adventure,blind,10
1950,Adventure,illegal,1
1950,Adventure,weapon,3
1950,Adventure,reject,1
1950,Adventure,gay,8
1950,Adventure,cockfight,1
1950,Adventure,crimes,1
1950,Adventure,colored,2
1950,Adventure,beast,10
1950,Adventure,fairy,5
1950,Adventure,gin,2
1950,Adventure,dive,5
1950,Adventure,sex,1
1950,Adventure,murderer,2
1950,Adventure,executioner,1
1950,Adventure,deposit,4
1950,Adventure,scum,2
1950,Adventure,twinkie,1
1950,Adventure,nasty,5
1950,Adventure,chin,3
1950,Adventure,crash,4
1950,Adventure,suck,4
1950,Adventure,horny,3
1950,Adventure,demon,2
1950,Adventure,erect,2
1950,Adventure,criminal,1
1950,Adventure,dies,1
1950,Adventure,tongue,11
1950,Adventure,pixie,2
1950,Adventure,ho,9
1950,Adventure,squaw,3
1950,Adventure,cigarette,3
1950,Adventure,assassination,1
1950,Adventure,drug,1
1950,Adventure,pistol,1
1950,Adventure,fore,2
1950,Adventure,hostage,1
1950,Adventure,arse,1
1950,Adventure,bombing,1
1950,Adventure,cock,1
1950,Adventure,babies,2
1950,Adventure,doom,2
1950,Adventure,boob,1
1950,Adventure,itch,1
1950,Adventure,idiot,1
1950,Adventure,fraud,1
1950,Adventure,pom,1
1950,Adventure,gob,1
1950,Adventure,babe,1
1950,Adventure,fairies,1
1950,Adventure,smack,4
1950,Adventure,shit,1
1950,Adventure,goddamn,1
1950,Adventure,balls,2
1950,Adventure,women's,1
1950,Adventure,terror,1
1950,Adventure,children's,1
1950,Adventure,pansy,1
1950,Adventure,dope,1
1950,Adventure,coolie,1
1950,Adventure,slime,1
1950,Adventure,moles,1
1950,Adventure,dumb,3
1950,Adventure,amateur,1
1950,Adventure,breast,1
1950,Adventure,playgirl,1
1950,Adventure,nipple,1
1950,Adventure,conservative,1
1950,Adventure,bra,1
decade,genre,bad word,number of appearance
1950,Action,faith,13
1950,Action,kid,42
1950,Action,attack,28
1950,Action,boobs,1
1950,Action,damn,12
1950,Action,nasty,2
1950,Action,harder,5
1950,Action,kill,174
1950,Action,hell,29
1950,Action,dope,3
1950,Action,goddamn,3
1950,Action,death,34
1950,Action,sick,25
1950,Action,honkers,2
1950,Action,blow,46
1950,Action,funeral,3
1950,Action,dead,64
1950,Action,firing,17
1950,Action,fire,82
1950,Action,harem,1
1950,Action,dirty,20
1950,Action,bigger,11
1950,Action,die,71
1950,Action,liquor,4
1950,Action,girls,20
1950,Action,fight,95
1950,Action,babies,5
1950,Action,spit,17
1950,Action,spank,3
1950,Action,bombing,1
1950,Action,failed,6
1950,Action,fat,21
1950,Action,hole,15
1950,Action,dive,1
1950,Action,destroy,21
1950,Action,enemy,35
1950,Action,killed,103
1950,Action,shooting,22
1950,Action,screw,2
1950,Action,crash,2
1950,Action,execution,3
1950,Action,servant,7
1950,Action,shoot,46
1950,Action,knife,4
1950,Action,pot,5
1950,Action,execute,2
1950,Action,escort,4
1950,Action,crack,29
1950,Action,dumb,11
1950,Action,gun,68
1950,Action,mad,13
1950,Action,queer,1
1950,Action,devil,14
1950,Action,erect,2
1950,Action,drunk,3
1950,Action,burn,26
1950,Action,black,31
1950,Action,colored,2
1950,Action,whiskey,7
1950,Action,laid,10
1950,Action,horny,1
1950,Action,butt,2
1950,Action,kills,7
1950,Action,killing,20
1950,Action,hook,5
1950,Action,color,6
1950,Action,died,16
1950,Action,disturbed,2
1950,Action,crime,6
1950,Action,remains,5
1950,Action,racial,1
