decade,genre,bad word,number of appearance 
1980,Adventure,disturbed,1
1980,Adventure,penetration,2
1980,Adventure,spunky,1
1980,Adventure,shag,1
1980,Adventure,disease,2
1980,Adventure,minority,1
1980,Adventure,itch,1
1980,Adventure,arse,1
1980,Adventure,gay,1
1980,Adventure,taboo,1
1980,Adventure,demon,1
1980,Adventure,radicals,1
1980,Adventure,dickhead,1
1980,Adventure,colored,1
1980,Adventure,reefer,1
1980,Adventure,tit,1
1980,Adventure,herpes,1
1980,Adventure,period,1
decade,genre,bad word,number of appearance
1980,Action,dead,143
1980,Action,shoot,102
1980,Action,killer,5
1980,Action,died,39
1980,Action,fire,87
1980,Action,black,69
1980,Action,corruption,5
1980,Action,murder,37
1980,Action,screw,14
1980,Action,god,11
1980,Action,shit,126
1980,Action,transvestite,1
1980,Action,hell,457
1980,Action,goddamned,9
1980,Action,weapon,15
1980,Action,dope,9
1980,Action,heroin,7
1980,Action,dirty,29
1980,Action,sex,9
1980,Action,sick,29
1980,Action,killed,234
1980,Action,toilet,8
1980,Action,killing,43
1980,Action,kill,443
1980,Action,criminal,22
1980,Action,swallow,6
1980,Action,crime,38
1980,Action,destroy,65
1980,Action,explosion,7
1980,Action,kid,66
1980,Action,enemy,23
1980,Action,drug,35
1980,Action,mad,24
1980,Action,homicide,1
1980,Action,fight,80
1980,Action,mexican,2
1980,Action,kills,11
1980,Action,bible,1
1980,Action,bullshit,19
1980,Action,piss,19
1980,Action,pissed,17
1980,Action,attack,43
1980,Action,scum,6
1980,Action,gun,86
1980,Action,goddamn,143
1980,Action,bitch,54
1980,Action,lies,8
1980,Action,racist,3
1980,Action,blow,70
1980,Action,ass,113
1980,Action,fuck,245
1980,Action,burn,17
1980,Action,assholes,17
1980,Action,gook,2
1980,Action,fucking,290
1980,Action,stupid,46
1980,Action,faith,6
1980,Action,knife,20
1980,Action,fat,27
1980,Action,damn,157
1980,Action,murderer,5
1980,Action,drunk,16
1980,Action,violence,8
1980,Action,death,76
1980,Action,girls,38
1980,Action,color,10
1980,Action,failed,13
1980,Action,die,165
1980,Action,fear,21
1980,Action,joint,8
1980,Action,bombs,4
1980,Action,blind,30
1980,Action,torture,3
1980,Action,suicide,4
1980,Action,bombing,2
1980,Action,crack,14
1980,Action,whiskey,6
1980,Action,shooting,33
1980,Action,drunken,3
1980,Action,moron,1
1980,Action,redneck,1
1980,Action,hole,27
1980,Action,slimeball,1
1980,Action,fucked,26
1980,Action,remains,15
1980,Action,cemetery,2
1980,Action,fairy,3
1980,Action,butt,19
1980,Action,lowlife,1
1980,Action,sexual,9
1980,Action,roach,1
1980,Action,dumb,23
1980,Action,naked,4
1980,Action,raped,9
1980,Action,balls,19
1980,Action,hook,17
1980,Action,snot,1
1980,Action,crappy,1
1980,Action,motherfucker,11
1980,Action,sucker,9
1980,Action,crash,10
1980,Action,assassin,5
1980,Action,shitting,3
1980,Action,assassinate,3
1980,Action,refugee,1
1980,Action,pussy,7
1980,Action,suck,5
1980,Action,tongue,7
1980,Action,pussycat,1
1980,Action,assault,8
1980,Action,escort,11
1980,Action,greaseball,2
1980,Action,laid,30
1980,Action,spic,2
1980,Action,prick,4
1980,Action,asshole,15
1980,Action,harder,8
1980,Action,dike,2
1980,Action,conspiracy,2
1980,Action,cocksucker,1
1980,Action,fucker,7
1980,Action,buried,23
1980,Action,slime,5
1980,Action,cigarette,11
1980,Action,motherfucking,4
1980,Action,hooker,1
1980,Action,banging,1
1980,Action,cocaine,3
1980,Action,church,28
1980,Action,bomb,7
1980,Action,illegal,11
1980,Action,bigger,18
1980,Action,babies,9
1980,Action,assassination,2
1980,Action,sexually,1
1980,Action,bitches,3
1980,Action,terror,2
1980,Action,whit,1
1980,Action,desire,13
1980,Action,feces,1
1980,Action,premature,2
1980,Action,deposit,4
1980,Action,execute,6
1980,Action,adult,6
1980,Action,failure,12
1980,Action,beast,3
1980,Action,fart,2
1980,Action,puke,2
1980,Action,spit,13
1980,Action,tits,5
1980,Action,shits,3
1980,Action,asses,14
1980,Action,pissing,4
1980,Action,reject,1
1980,Action,crimes,8
1980,Action,slut,1
1980,Action,babe,11
1980,Action,rape,4
1980,Action,children's,2
1980,Action,funeral,1
1980,Action,servant,1
1980,Action,gringo,6
1980,Action,fatso,1
1980,Action,firing,11
1980,Action,sweetness,1
1980,Action,angry,9
1980,Action,terrorist,16
1980,Action,motherfuck,1
1980,Action,horn,5
1980,Action,blowjob,1
1980,Action,dick,9
1980,Action,bohunk,2
1980,Action,jizz,2
1980,Action,women's,3
1980,Action,oral,2
1980,Action,pimp,7
1980,Action,lesbian,2
1980,Action,turd,3
1980,Action,sniper,5
1980,Action,nip,2
1980,Action,criminals,4
1980,Action,dies,11
1980,Action,hostage,9
1980,Action,shithouse,4
1980,Action,testicles,4
1980,Action,poop,1
1980,Action,queer,1
1980,Action,rabbi,2
1980,Action,colored,3
1980,Action,gob,1
1980,Action,pot,9
1980,Action,period,3
1980,Action,bitching,1
1980,Action,cancer,3
1980,Action,cocky,1
1980,Action,wop,1
1980,Action,geezer,1
1980,Action,doo-doo,1
1980,Action,negro,1
1980,Action,crap,4
1980,Action,horny,1
1980,Action,ho,1
1980,Action,fu,2
1980,Action,liquor,5
1980,Action,devil,7
1980,Action,whore,4
1980,Action,testicle,1
1980,Action,fag,3
1980,Action,cum,1
1980,Action,idiot,10
1980,Action,radical,2
1980,Action,snatch,2
1980,Action,shithead,1
1980,Action,nuke,3
1980,Action,slave,2
1980,Action,faggot,3
1980,Action,weenie,2
1980,Action,boom,1
1980,Action,nasty,8
1980,Action,niggers,8
1980,Action,sissy,1
1980,Action,cornhole,1
1980,Action,nigger,6
1980,Action,blacks,1
1980,Action,dive,6
1980,Action,loser,1
1980,Action,fuckers,3
1980,Action,gangbang,1
1980,Action,sexy,1
1980,Action,kinky,1
1980,Action,booby,2
1980,Action,orgy,1
1980,Action,pistol,7
1980,Action,virgin,1
1980,Action,erection,1
1980,Action,welfare,3
1980,Action,coon,1
1980,Action,robber,1
1980,Action,spank,1
1980,Action,poverty,2
1980,Action,executed,3
1980,Action,racial,1
1980,Action,creamy,1
1980,Action,urine,2
1980,Action,tramp,1
1980,Action,hijacking,1
1980,Action,hebe,2
1980,Action,honk,1
1980,Action,bombers,1
1980,Action,poontang,1
1980,Action,nipple,1
1980,Action,commie,1
1980,Action,abuse,2
1980,Action,chin,1
1980,Action,fucks,2
1980,Action,disturbed,1
1980,Action,tit,2
1980,Action,horseshit,1
1980,Action,coloured,1
1980,Action,lesbo,1
1980,Action,heterosexual,1
1980,Action,pee,1
1980,Action,disease,2
1980,Action,minority,1
1980,Action,arse,1
1980,Action,penetration,1
1980,Action,diseases,1
1980,Action,demon,1
1980,Action,radicals,1
1980,Action,dickhead,1
1980,Action,retarded,1
1980,Action,twat,1
1980,Action,crabs,1
1980,Action,herpes,1
decade,genre,bad word,number of appearance
1990,Western,piss,1
1990,Western,hell,47
1990,Western,pot,3
1990,Western,hole,4
1990,Western,shoot,37
1990,Western,kill,79
1990,Western,ass,14
1990,Western,mad,3
1990,Western,blow,5
1990,Western,bitches,1
1990,Western,damn,30
1990,Western,dead,24
1990,Western,shooting,3
1990,Western,fire,9
1990,Western,whites,1
1990,Western,killed,48
1990,Western,whiskey,2
1990,Western,die,13
1990,Western,killing,4
1990,Western,death,8
1990,Western,weapon,2
1990,Western,drunk,4
1990,Western,stroke,2
1990,Western,murder,3
1990,Western,gun,23
1990,Western,sick,4
1990,Western,dumb,5
1990,Western,suicide,1
1990,Western,slaughter,1
1990,Western,pissed,2
1990,Western,stupid,5
1990,Western,failed,2
1990,Western,whore,9
1990,Western,bigger,3
1990,Western,remains,1
1990,Western,fight,21
1990,Western,enemy,2
1990,Western,goddamn,52
1990,Western,disease,1
1990,Western,burn,4
1990,Western,firing,3
1990,Western,fart,1
1990,Western,fat,3
1990,Western,black,2
1990,Western,lynch,1
1990,Western,bitch,2
1990,Western,asses,3
1990,Western,spit,1
1990,Western,died,2
1990,Western,pecker,1
1990,Western,suck,1
1990,Western,robber,1
1990,Western,turd,1
1990,Western,scum,1
1990,Western,sissy,1
1990,Western,sex,1
1990,Western,fear,1
1990,Western,violence,1
1990,Western,destroy,2
1990,Western,dies,1
1990,Western,knife,3
1990,Western,fucking,9
1990,Western,fuck,2
1990,Western,harder,1
1990,Western,attack,7
1990,Western,butt,2
1990,Western,bullshit,3
1990,Western,bombers,1
1990,Western,cigarette,1
1990,Western,hook,1
1990,Western,shit,2
1990,Western,funeral,3
1990,Western,lowlife,1
1990,Western,killer,1
1990,Western,fucked,3
1990,Western,shits,2
1990,Western,dirty,3
1990,Western,fucker,1
1990,Western,diseases,1
1990,Western,blind,1
1990,Western,poverty,1
1990,Western,kills,3
1990,Western,laid,1
1990,Western,kid,6
1990,Western,girls,1
1990,Western,pistol,1
1990,Western,church,1
1990,Western,pissing,1
1990,Western,crap,1
1990,Western,terror,1
1990,Western,itch,1
decade,genre,bad word,number of appearance
1990,War,killed,18
1990,War,ass,4
1990,War,death,10
1990,War,killing,3
1990,War,shoot,12
1990,War,whore,1
1990,War,failed,2
1990,War,fucked,1
1990,War,die,18
1990,War,cock,1
1990,War,dick,1
1990,War,piss,2
1990,War,black,7
1990,War,fucking,10
1990,War,asshole,1
1990,War,lies,4
1990,War,sodomite,1
1990,War,beast,1
1990,War,enemy,6
1990,War,servant,1
1990,War,executioner,1
1990,War,attack,12
1990,War,escort,2
1990,War,hell,32
1990,War,dead,16
1990,War,fight,12
1990,War,hostage,2
1990,War,kill,23
1990,War,color,6
1990,War,dies,1
1990,War,arse,1
1990,War,god,3
1990,War,toilet,2
1990,War,goddamn,21
1990,War,stroke,2
1990,War,died,9
1990,War,blow,5
1990,War,damn,12
1990,War,dumb,3
1990,War,harder,4
1990,War,hole,2
1990,War,fat,2
1990,War,laid,3
1990,War,kid,8
1990,War,stupid,6
1990,War,incest,2
1990,War,fuck,8
1990,War,mad,3
1990,War,dirty,1
1990,War,sick,10
1990,War,hookers,1
1990,War,whiz,1
1990,War,ho,3
1990,War,sex,3
1990,War,murder,4
1990,War,assault,1
1990,War,shit,3
1990,War,knife,3
1990,War,firing,1
1990,War,bigger,3
1990,War,weapon,1
1990,War,kills,3
1990,War,gun,3
1990,War,bullshit,3
1990,War,pee,1
1990,War,girls,1
1990,War,erection,1
1990,War,communist,1
1990,War,raped,1
1990,War,idiot,2
1990,War,pissing,1
1990,War,screw,3
1990,War,executed,1
1990,War,execute,1
1990,War,naked,1
1990,War,virgin,1
1990,War,slave,2
1990,War,bomb,2
1990,War,torture,1
1990,War,funeral,1
1990,War,fire,13
1990,War,failure,1
1990,War,terrorist,1
1990,War,burn,2
1990,War,criminal,2
1990,War,illegal,1
1990,War,commie,1
1990,War,drunk,2
1990,War,sucker,1
1990,War,shooting,1
1990,War,spit,1
1990,War,fondle,1
1990,War,buried,2
1990,War,breast,1
1990,War,fear,3
1990,War,tongue,1
1990,War,gay,9
1990,War,sexy,3
1990,War,whiskey,2
1990,War,boom,1
1990,War,women's,3
1990,War,cigarette,2
1990,War,bitch,1
1990,War,sexual,3
1990,War,scum,1
1990,War,propaganda,1
1990,War,slutty,1
1990,War,banging,2
1990,War,herpes,2
1990,War,crime,1
1990,War,babies,1
1990,War,tramp,4
1990,War,drug,1
1990,War,destroy,1
1990,War,suicide,1
1990,War,desire,1
1990,War,period,2
1990,War,blind,2
1990,War,butt,2
1990,War,asses,2
1990,War,bombers,1
1990,War,hook,1
decade,genre,bad word,number of appearance
1990,Thriller,hostage,8
1990,Thriller,banging,6
1990,Thriller,hell,507
1990,Thriller,death,120
1990,Thriller,killed,322
1990,Thriller,kill,569
1990,Thriller,bomb,67
1990,Thriller,escort,16
1990,Thriller,shoot,160
1990,Thriller,fire,136
1990,Thriller,disease,4
1990,Thriller,sick,71
1990,Thriller,retarded,1
1990,Thriller,bitches,12
1990,Thriller,die,100
1990,Thriller,damn,225
1990,Thriller,bible,2
1990,Thriller,blind,20
1990,Thriller,narcotic,1
1990,Thriller,assault,16
1990,Thriller,blow,101
1990,Thriller,tang,2
1990,Thriller,tongue,13
1990,Thriller,breast,5
1990,Thriller,destroy,40
1990,Thriller,fear,21
1990,Thriller,conspiracy,10
1990,Thriller,attack,24
1990,Thriller,boobs,2
1990,Thriller,dead,213
1990,Thriller,firing,14
1990,Thriller,fat,41
1990,Thriller,fuckers,6
1990,Thriller,fucking,1020
1990,Thriller,goddamn,220
1990,Thriller,ass,174
1990,Thriller,kid,128
1990,Thriller,black,116
1990,Thriller,fuck,554
1990,Thriller,goddamned,14
1990,Thriller,weapon,23
1990,Thriller,virgin,4
1990,Thriller,shit,281
1990,Thriller,butt,16
1990,Thriller,fight,49
1990,Thriller,killing,80
1990,Thriller,burn,40
1990,Thriller,gun,139
1990,Thriller,asshole,25
1990,Thriller,drug,43
1990,Thriller,died,82
1990,Thriller,puke,7
1990,Thriller,killer,49
1990,Thriller,crash,21
1990,Thriller,enemy,15
1990,Thriller,bigger,26
1990,Thriller,mad,31
1990,Thriller,moron,4
1990,Thriller,hijack,3
1990,Thriller,shitted,1
1990,Thriller,angry,9
1990,Thriller,tit,3
1990,Thriller,pissed,34
1990,Thriller,smack,8
1990,Thriller,period,12
1990,Thriller,suck,10
1990,Thriller,fart,1
1990,Thriller,crap,20
1990,Thriller,devil,13
1990,Thriller,dirty,23
1990,Thriller,motherfucking,34
1990,Thriller,raped,18
1990,Thriller,dick,26
1990,Thriller,crime,46
1990,Thriller,homicide,12
1990,Thriller,fucked,100
1990,Thriller,dive,12
1990,Thriller,hole,36
1990,Thriller,idiot,6
1990,Thriller,fairy,9
1990,Thriller,cemetery,4
1990,Thriller,church,23
1990,Thriller,faith,9
1990,Thriller,cigarette,15
1990,Thriller,screw,22
1990,Thriller,rape,23
1990,Thriller,drunk,31
1990,Thriller,balls,27
1990,Thriller,whiskey,2
1990,Thriller,funeral,8
1990,Thriller,illegal,21
1990,Thriller,crack,15
1990,Thriller,pussy,9
1990,Thriller,joint,10
1990,Thriller,stupid,102
1990,Thriller,torture,13
1990,Thriller,naked,16
1990,Thriller,liberal,5
1990,Thriller,bullshit,33
1990,Thriller,squaw,1
1990,Thriller,deposit,10
1990,Thriller,hook,31
1990,Thriller,slut,1
1990,Thriller,gay,3
1990,Thriller,sexy,15
1990,Thriller,women's,10
1990,Thriller,desire,13
1990,Thriller,molest,1
1990,Thriller,spit,10
1990,Thriller,redneck,3
1990,Thriller,dumb,25
1990,Thriller,color,18
1990,Thriller,fucker,15
1990,Thriller,bitch,76
1990,Thriller,laid,12
1990,Thriller,pot,15
1990,Thriller,nigger,27
1990,Thriller,cocktail,6
1990,Thriller,prick,9
1990,Thriller,cocksucker,4
1990,Thriller,stroke,5
1990,Thriller,panties,3
1990,Thriller,sexual,23
1990,Thriller,aroused,2
1990,Thriller,sexually,4
1990,Thriller,sex,34
1990,Thriller,asses,10
1990,Thriller,criminals,6
1990,Thriller,murder,101
1990,Thriller,pubic,1
1990,Thriller,sucker,3
1990,Thriller,remains,12
1990,Thriller,turd,4
1990,Thriller,shooting,38
1990,Thriller,geezer,2
1990,Thriller,racist,3
1990,Thriller,harder,12
1990,Thriller,violence,12
1990,Thriller,shitting,4
1990,Thriller,murderer,5
1990,Thriller,girls,29
1990,Thriller,crabs,3
1990,Thriller,suicide,11
1990,Thriller,abuse,11
1990,Thriller,ethnic,2
1990,Thriller,sodomise,1
1990,Thriller,transsexual,2
1990,Thriller,reject,4
1990,Thriller,lotion,5
1990,Thriller,kills,15
1990,Thriller,roach,2
1990,Thriller,urine,5
1990,Thriller,nasty,15
1990,Thriller,lies,19
1990,Thriller,assassin,4
1990,Thriller,dies,12
1990,Thriller,snatch,4
1990,Thriller,knife,19
1990,Thriller,spic,1
1990,Thriller,shits,4
1990,Thriller,lesbian,1
1990,Thriller,sob,1
1990,Thriller,horseshit,3
1990,Thriller,marijuana,3
1990,Thriller,doo-doo,1
1990,Thriller,execution,2
1990,Thriller,chin,5
1990,Thriller,hooker,5
1990,Thriller,criminal,23
1990,Thriller,assassination,1
1990,Thriller,backseat,2
1990,Thriller,sluts,1
1990,Thriller,bestial,1
1990,Thriller,crimes,7
1990,Thriller,pissing,7
1990,Thriller,scum,5
1990,Thriller,radical,2
1990,Thriller,terrorist,12
1990,Thriller,nuke,11
1990,Thriller,prostitute,4
1990,Thriller,explosion,5
1990,Thriller,bombs,8
1990,Thriller,god,5
1990,Thriller,piss,26
1990,Thriller,adult,3
1990,Thriller,horn,4
1990,Thriller,fu,5
1990,Thriller,motherfucker,17
1990,Thriller,pimp,3
1990,Thriller,liquor,11
1990,Thriller,toilet,11
1990,Thriller,whore,16
1990,Thriller,fuckhead,1
1990,Thriller,cocaine,8
1990,Thriller,whorehouse,1
1990,Thriller,shithouse,1
1990,Thriller,boob,1
1990,Thriller,tits,5
1990,Thriller,assholes,5
1990,Thriller,demon,4
1990,Thriller,blacks,5
1990,Thriller,tramp,2
1990,Thriller,porno,9
1990,Thriller,failed,15
1990,Thriller,cunt,5
1990,Thriller,conservative,1
1990,Thriller,dope,10
1990,Thriller,drunken,3
1990,Thriller,blackout,3
1990,Thriller,niggers,7
1990,Thriller,failure,3
1990,Thriller,slave,8
1990,Thriller,vaginal,1
1990,Thriller,semen,2
1990,Thriller,harem,1
1990,Thriller,cancer,7
1990,Thriller,hijacking,3
1990,Thriller,buried,27
1990,Thriller,bombing,5
1990,Thriller,condom,1
1990,Thriller,fore,1
1990,Thriller,booby,1
1990,Thriller,gook,1
1990,Thriller,wetback,1
1990,Thriller,execute,3
1990,Thriller,nipple,1
1990,Thriller,dickless,1
1990,Thriller,ho,4
1990,Thriller,oral,5
1990,Thriller,rapist,3
1990,Thriller,nigger's,5
1990,Thriller,pros,3
1990,Thriller,commie,1
1990,Thriller,spank,1
1990,Thriller,arse,5
1990,Thriller,swallow,5
1990,Thriller,limey,1
1990,Thriller,pistol,3
1990,Thriller,amateur,3
1990,Thriller,fungus,1
1990,Thriller,premature,2
1990,Thriller,uterus,1
1990,Thriller,welfare,2
1990,Thriller,corruption,3
1990,Thriller,jackass,1
1990,Thriller,beast,3
1990,Thriller,whiz,1
1990,Thriller,backdoor,1
1990,Thriller,fistfuck,1
1990,Thriller,titty,1
1990,Thriller,executed,4
1990,Thriller,queer,1
1990,Thriller,babe,1
1990,Thriller,fetish,2
1990,Thriller,babies,5
1990,Thriller,anal,2
1990,Thriller,urinate,2
1990,Thriller,dong,2
1990,Thriller,taboo,1
1990,Thriller,tittie,1
1990,Thriller,sodomy,1
1990,Thriller,boom,2
1990,Thriller,tranny,1
1990,Thriller,meth,1
1990,Thriller,hustler,1
1990,Thriller,rump,1
1990,Thriller,abortion,1
1990,Thriller,cocky,1
1990,Thriller,crotch,1
1990,Thriller,pisser,1
1990,Thriller,buggered,1
1990,Thriller,brothel,3
1990,Thriller,fuckin,1
1990,Thriller,lowlife,4
1990,Thriller,colored,9
1990,Thriller,loser,3
1990,Thriller,fagot,1
1990,Thriller,gross,1
1990,Thriller,quickie,1
1990,Thriller,masturbating,1
1990,Thriller,diseases,1
1990,Thriller,bi,2
1990,Thriller,fraud,2
1990,Thriller,peck,1
1990,Thriller,nigga,3
1990,Thriller,titties,1
1990,Thriller,booty,1
1990,Thriller,creamy,1
1990,Thriller,goy,1
1990,Thriller,jew,1
1990,Thriller,jewish,1
1990,Thriller,husky,1
1990,Thriller,crapper,1
1990,Thriller,racial,3
1990,Thriller,goyim,1
1990,Thriller,wop,1
1990,Thriller,cock,4
1990,Thriller,horny,1
1990,Thriller,fucks,5
1990,Thriller,honk,1
1990,Thriller,sniper,1
1990,Thriller,twat,1
1990,Thriller,minority,1
1990,Thriller,bra,1
1990,Thriller,molester,1
1990,Thriller,robber,1
1990,Thriller,stroking,1
1990,Thriller,wank,1
1990,Thriller,testicles,1
1990,Thriller,pee,1
1990,Thriller,bondage,1
1990,Thriller,american,1
1990,Thriller,boner,1
1990,Thriller,assassinate,1
1990,Thriller,bombers,1
1990,Thriller,gangbanger,2
1990,Thriller,heroin,1
1990,Thriller,slaughter,1
1990,Thriller,lingerie,1
1990,Thriller,homosexual,1
1990,Thriller,skanky,1
1990,Thriller,porn,1
1990,Thriller,dildo,1
1990,Thriller,vomit,1
1990,Thriller,sniggers,2
1990,Thriller,whites,1
1990,Thriller,disturbed,1
1990,Thriller,servant,1
decade,genre,bad word,number of appearance
1990,Science,hostage,5
1990,Science,banging,4
1990,Science,hell,226
1990,Science,death,25
1990,Science,killed,69
1990,Science,kill,141
1990,Science,bomb,26
1990,Science,escort,3
1990,Science,shoot,49
1990,Science,fire,54
1990,Science,disease,3
1990,Science,sick,22
1990,Science,retarded,2
1990,Science,bitches,4
1990,Science,die,34
1990,Science,damn,75
1990,Science,bible,3
1990,Science,blind,8
1990,Science,narcotic,1
1990,Science,assault,6
1990,Science,blow,52
1990,Science,tang,2
1990,Science,tongue,3
1990,Science,breast,1
1990,Science,destroy,27
1990,Science,fear,14
1990,Science,conspiracy,4
1990,Science,attack,11
1990,Science,boobs,3
1990,Science,dead,65
1990,Science,firing,5
1990,Science,burn,18
1990,Science,boom,1
1990,Science,booty,2
1990,Science,sexual,11
1990,Science,dick,5
1990,Science,piss,5
1990,Science,fucking,123
1990,Science,goddamn,42
1990,Science,stupid,20
1990,Science,crap,6
1990,Science,shit,61
1990,Science,fuck,80
1990,Science,laid,3
1990,Science,cocktail,2
1990,Science,killer,9
1990,Science,ass,42
1990,Science,rape,3
1990,Science,crash,10
1990,Science,killing,17
1990,Science,died,22
1990,Science,puke,3
1990,Science,enemy,4
1990,Science,bigger,7
1990,Science,mad,6
1990,Science,virgin,3
1990,Science,moron,2
1990,Science,hijack,3
1990,Science,shitted,1
1990,Science,angry,3
1990,Science,tit,2
1990,Science,pissed,8
1990,Science,butt,18
1990,Science,fat,15
1990,Science,smack,1
1990,Science,period,5
1990,Science,suck,10
1990,Science,shitting,2
1990,Science,harder,3
1990,Science,asshole,10
1990,Science,lies,4
1990,Science,hole,21
1990,Science,gun,29
1990,Science,illegal,6
1990,Science,adult,2
1990,Science,knife,5
1990,Science,drunk,5
1990,Science,poverty,1
1990,Science,terrorist,4
1990,Science,nasty,1
1990,Science,weapon,12
1990,Science,buried,8
1990,Science,fucked,7
1990,Science,screw,8
1990,Science,dirty,6
1990,Science,crack,8
1990,Science,torture,2
1990,Science,spank,2
1990,Science,whore,2
1990,Science,hijacking,1
1990,Science,toilet,6
1990,Science,fight,23
1990,Science,corruption,4
1990,Science,desire,4
1990,Science,bugger,1
1990,Science,church,14
1990,Science,naked,8
1990,Science,fart,1
1990,Science,failure,7
1990,Science,balls,3
1990,Science,fairy,1
1990,Science,dive,7
1990,Science,urinate,1
1990,Science,black,32
1990,Science,horn,3
1990,Science,whiz,2
1990,Science,hooker,1
1990,Science,kid,25
1990,Science,shooting,11
1990,Science,bombs,2
1990,Science,asses,3
1990,Science,idiot,2
1990,Science,violence,6
1990,Science,dies,2
1990,Science,murderer,2
1990,Science,nuke,9
1990,Science,dumb,4
1990,Science,slave,2
1990,Science,failed,2
1990,Science,libido,1
1990,Science,sex,14
1990,Science,shag,1
1990,Science,shits,1
1990,Science,turd,1
1990,Science,penthouse,1
1990,Science,girls,14
1990,Science,shagging,1
1990,Science,titty,1
1990,Science,drug,7
1990,Science,stroke,1
1990,Science,murder,5
1990,Science,crime,4
1990,Science,urine,2
1990,Science,cigarette,4
1990,Science,faith,3
1990,Science,spit,1
1990,Science,suicide,1
1990,Science,fucker,2
1990,Science,welfare,1
1990,Science,women's,1
1990,Science,devil,4
1990,Science,chin,1
1990,Science,scum,3
1990,Science,jackass,1
1990,Science,sexy,5
1990,Science,raped,1
1990,Science,liquor,2
1990,Science,babies,2
1990,Science,blackout,3
1990,Science,arse,1
1990,Science,ho,4
1990,Science,pissing,4
1990,Science,lesbian,3
1990,Science,nookie,1
1990,Science,boner,1
1990,Science,explosion,3
1990,Science,radical,2
1990,Science,uterus,1
1990,Science,muff,1
1990,Science,terror,1
1990,Science,hook,3
1990,Science,bitchin,1
1990,Science,randy,1
1990,Science,pecker,1
1990,Science,jizz,1
1990,Science,gay,2
1990,Science,kills,4
1990,Science,taboo,1
1990,Science,color,4
1990,Science,diseases,1
1990,Science,copulate,1
1990,Science,semen,1
1990,Science,bitch,9
1990,Science,poop,1
1990,Science,bombing,3
1990,Science,bullshit,5
1990,Science,assholes,2
1990,Science,motherfucking,1
1990,Science,porno,1
1990,Science,god,2
1990,Science,fuckers,2
1990,Science,nigger,4
1990,Science,executed,2
1990,Science,prick,2
1990,Science,loser,2
1990,Science,criminal,4
1990,Science,aroused,1
1990,Science,liberal,1
1990,Science,ethnic,1
1990,Science,testicles,1
1990,Science,reject,1
1990,Science,heterosexual,1
1990,Science,sissy,1
1990,Science,crimes,1
1990,Science,abuse,1
1990,Science,pot,4
1990,Science,joint,7
1990,Science,slaughter,1
1990,Science,beast,1
1990,Science,cancer,2
1990,Science,drunken,1
1990,Science,cemetery,1
1990,Science,remains,2
1990,Science,premature,1
1990,Science,bombers,1
1990,Science,sniggers,2
1990,Science,anal,1
1990,Science,pussy,1
1990,Science,dickless,1
1990,Science,dyke,1
1990,Science,wuss,2
1990,Science,racist,2
1990,Science,harem,1
1990,Science,funeral,1
1990,Science,foursome,1
decade,genre,bad word,number of appearance
1990,Romance,killing,37
1990,Romance,fucking,415
1990,Romance,sex,74
1990,Romance,bullshit,27
1990,Romance,dead,102
1990,Romance,harder,27
1990,Romance,death,66
1990,Romance,loser,13
1990,Romance,sexual,45
1990,Romance,hell,266
1990,Romance,black,95
1990,Romance,damn,168
1990,Romance,laid,22
1990,Romance,bigger,42
1990,Romance,buried,22
1990,Romance,conservative,4
1990,Romance,enemy,14
1990,Romance,fucked,61
1990,Romance,pissed,12
1990,Romance,church,47
1990,Romance,reject,10
1990,Romance,dumb,25
1990,Romance,shit,143
1990,Romance,fight,82
1990,Romance,shooting,24
1990,Romance,kill,245
1990,Romance,stupid,99
1990,Romance,die,106
1990,Romance,killed,121
1990,Romance,fuck,223
1990,Romance,destroy,28
1990,Romance,fear,46
1990,Romance,kills,20
1990,Romance,adult,14
1990,Romance,sick,81
1990,Romance,died,72
1990,Romance,stroke,9
1990,Romance,desire,29
1990,Romance,mad,56
1990,Romance,devil,15
1990,Romance,fire,79
1990,Romance,tongue,13
1990,Romance,angry,41
1990,Romance,women's,15
1990,Romance,catholic,1
1990,Romance,murder,37
1990,Romance,protestant,1
1990,Romance,faith,15
1990,Romance,uterus,2
1990,Romance,babies,11
1990,Romance,blow,43
1990,Romance,crash,8
1990,Romance,drug,26
1990,Romance,failed,12
1990,Romance,goddamn,90
1990,Romance,cancer,9
1990,Romance,whiskey,8
1990,Romance,virgin,9
1990,Romance,hole,13
1990,Romance,girls,74
1990,Romance,kid,81
1990,Romance,nude,3
1990,Romance,deposit,6
1990,Romance,crack,17
1990,Romance,pansy,1
1990,Romance,shoot,86
1990,Romance,hook,30
1990,Romance,lies,24
1990,Romance,dies,13
1990,Romance,smack,7
1990,Romance,funeral,19
1990,Romance,fat,32
1990,Romance,liberal,11
1990,Romance,bitch,39
1990,Romance,amateur,8
1990,Romance,whore,12
1990,Romance,boobs,3
1990,Romance,boom,11
1990,Romance,spank,2
1990,Romance,gun,50
1990,Romance,crime,41
1990,Romance,criminals,5
1990,Romance,fairy,16
1990,Romance,idiot,14
1990,Romance,screw,21
1990,Romance,rape,3
1990,Romance,raped,4
1990,Romance,drunk,24
1990,Romance,balls,22
1990,Romance,breast,8
1990,Romance,disease,4
1990,Romance,cemetery,2
1990,Romance,illegal,7
1990,Romance,pussy,9
1990,Romance,dive,4
1990,Romance,ass,117
1990,Romance,joint,10
1990,Romance,torture,11
