decade,score,bad word,number of appearance 
1960,6,terror,11
1960,6,gay,12
1960,6,naked,25
1960,6,criminals,2
1960,6,violence,6
1960,6,pornography,1
1960,6,children's,7
1960,6,lingerie,1
1960,6,screw,9
1960,6,murder,32
1960,6,drunken,16
1960,6,remains,18
1960,6,crime,31
1960,6,tramp,1
1960,6,lynch,3
1960,6,hole,42
1960,6,killer,10
1960,6,weapon,19
1960,6,laid,35
1960,6,bigger,34
1960,6,beast,26
1960,6,faith,42
1960,6,hook,7
1960,6,sucker,7
1960,6,failed,23
1960,6,god,32
1960,6,welfare,12
1960,6,disease,8
1960,6,funeral,18
1960,6,burn,59
1960,6,horn,7
1960,6,geezer,6
1960,6,kid,71
1960,6,bomb,21
1960,6,cigarette,12
1960,6,harder,8
1960,6,horny,1
1960,6,criminal,19
1960,6,conspiracy,3
1960,6,spank,4
1960,6,gin,12
1960,6,fondle,1
1960,6,chin,4
1960,6,tang,2
1960,6,fight,174
1960,6,boob,1
1960,6,firing,17
1960,6,mafia,1
1960,6,stupid,84
1960,6,beaver,5
1960,6,ethnic,1
1960,6,penetration,2
1960,6,breast,5
1960,6,boner,1
1960,6,playboy,1
1960,6,stroke,9
1960,6,foursome,1
1960,6,enemy,65
1960,6,whites,4
1960,6,cock,4
1960,6,torture,12
1960,6,swallow,7
1960,6,colored,4
1960,6,attack,51
1960,6,sexual,11
1960,6,drug,13
1960,6,chink,1
1960,6,prostitute,2
1960,6,gross,5
1960,6,dumb,16
1960,6,balls,5
1960,6,escort,18
1960,6,ass,6
1960,6,bitch,6
1960,6,queer,3
1960,6,bitchy,1
1960,6,rump,1
1960,6,liquor,11
1960,6,fag,3
1960,6,nasty,30
1960,6,joint,18
1960,6,color,21
1960,6,crap,3
1960,6,disturbed,12
1960,6,execute,1
1960,6,dies,6
1960,6,communist,4
1960,6,cocky,1
1960,6,aroused,3
1960,6,fu,9
1960,6,oral,3
1960,6,executed,2
1960,6,suicide,4
1960,6,failure,9
1960,6,reject,5
1960,6,assault,6
1960,6,dive,8
1960,6,slime,1
1960,6,assassin,2
1960,6,assassinate,1
1960,6,bombs,19
1960,6,sex,22
1960,6,hussy,1
1960,6,crimes,5
1960,6,booby,5
1960,6,adult,6
1960,6,jackass,2
1960,6,husky,2
1960,6,period,12
1960,6,heroin,1
1960,6,terrorist,1
1960,6,wanker,1
1960,6,sob,1
1960,6,propaganda,4
1960,6,amateur,7
1960,6,deposit,2
1960,6,puss,1
1960,6,whit,1
1960,6,smack,5
1960,6,peck,2
1960,6,goddamn,7
1960,6,cum,2
1960,6,sniper,2
1960,6,gringo,1
1960,6,blackout,4
1960,6,fraud,2
1960,6,dong,4
1960,6,pissed,2
1960,6,explosion,4
1960,6,banging,3
1960,6,cocktail,10
1960,6,heterosexual,1
1960,6,premature,3
1960,6,nude,2
1960,6,orgy,2
1960,6,nymph,2
1960,6,murderer,6
1960,6,nigger,4
1960,6,demon,2
1960,6,cancer,1
1960,6,illegal,5
1960,6,poop,2
1960,6,shite,1
1960,6,bombers,6
1960,6,sooty,1
1960,6,bombing,4
1960,6,babies,12
1960,6,loser,2
1960,6,snatch,3
1960,6,ho,2
1960,6,pommy,1
1960,6,piss,1
1960,6,baptist,4
1960,6,execution,2
1960,6,abortion,1
1960,6,molest,1
1960,6,toilet,2
1960,6,bondage,1
1960,6,christian,2
1960,6,pistol,6
1960,6,babe,1
1960,6,sexy,3
1960,6,sweetness,1
1960,6,rape,6
1960,6,arse,1
1960,6,scum,5
1960,6,tit,1
1960,6,muff,1
1960,6,spunk,1
1960,6,liberal,1
1960,6,nook,1
1960,6,roach,1
1960,6,women's,3
1960,6,abuse,1
1960,6,sexually,1
1960,6,dope,3
1960,6,hustler,1
1960,6,raped,2
1960,6,asses,1
1960,6,goy,1
1960,6,moles,1
1960,6,doo-doo,2
1960,6,whorehouse,2
1960,6,homicide,2
1960,6,sluts,1
1960,6,virgin,1
1960,6,coloured,1
1960,6,boom,3
1960,6,tinkle,1
1960,6,refugee,1
1960,6,pimp,1
1960,6,kinky,2
1960,6,retarded,1
1960,6,fore,1
1960,6,executioner,1
1960,6,marijuana,1
1960,6,panties,1
1960,6,sperm,1
1960,6,limey,1
1960,6,bra,1
1960,6,pussycat,10
1960,6,robber,1
1960,6,itch,1
1960,6,crabs,1
decade,score,bad word,number of appearance
1960,7,bitch,13
1960,7,died,104
1960,7,fat,71
1960,7,fight,164
1960,7,chin,3
1960,7,sex,20
1960,7,disturbed,23
1960,7,ass,10
1960,7,dead,218
1960,7,damn,261
1960,7,sick,136
1960,7,church,80
1960,7,failure,14
1960,7,black,143
1960,7,sob,2
1960,7,fire,163
1960,7,pee,4
1960,7,swallow,10
1960,7,desire,31
1960,7,destroy,71
1960,7,torture,14
1960,7,killing,64
1960,7,hell,395
1960,7,lies,55
1960,7,knife,43
1960,7,kill,454
1960,7,buried,41
1960,7,kills,15
1960,7,pot,8
1960,7,spit,22
1960,7,girls,157
1960,7,whore,6
1960,7,color,24
1960,7,jesus,1
1960,7,enemy,55
1960,7,die,144
1960,7,devil,46
1960,7,babies,8
1960,7,killed,290
1960,7,mad,61
1960,7,cancer,8
1960,7,disease,10
1960,7,tinkle,1
1960,7,laid,33
1960,7,death,121
1960,7,fear,64
1960,7,sexy,7
1960,7,dirty,98
1960,7,spank,2
1960,7,bigger,44
1960,7,crime,29
1960,7,attack,54
1960,7,shoot,146
1960,7,raped,10
1960,7,execution,7
1960,7,blow,81
1960,7,burn,39
1960,7,slut,5
1960,7,crack,23
1960,7,itch,4
1960,7,limey,1
1960,7,orgies,2
1960,7,whiskey,14
1960,7,drunken,6
1960,7,gun,111
1960,7,hook,8
1960,7,stupid,91
1960,7,hole,36
1960,7,sodom,1
1960,7,naked,20
1960,7,bible,17
1960,7,beast,14
1960,7,satan,1
1960,7,funeral,19
1960,7,weapon,12
1960,7,christian,2
1960,7,aroused,2
1960,7,minority,2
1960,7,terror,10
1960,7,faith,34
1960,7,violence,10
1960,7,slime,1
1960,7,murder,56
1960,7,god,26
1960,7,firing,23
1960,7,protestant,1
1960,7,catholic,1
1960,7,boobs,2
1960,7,banging,2
1960,7,period,11
1960,7,remains,16
1960,7,servant,15
1960,7,cock,6
1960,7,harder,32
1960,7,toilet,9
1960,7,shooting,48
1960,7,nasty,26
1960,7,blind,68
1960,7,drunk,50
1960,7,cocktail,12
1960,7,diseases,6
1960,7,criminal,39
1960,7,bomb,31
1960,7,dive,6
1960,7,suicide,9
1960,7,slaughter,4
1960,7,nude,3
1960,7,stroking,6
1960,7,amateur,5
1960,7,women's,11
1960,7,fondle,2
1960,7,crap,13
1960,7,angry,26
1960,7,bombs,23
1960,7,kinky,2
1960,7,loser,2
1960,7,cocky,4
1960,7,failed,21
1960,7,incest,1
1960,7,welfare,3
1960,7,executed,8
1960,7,fore,1
1960,7,syphilis,1
1960,7,liquor,25
1960,7,fairy,4
1960,7,goddamn,39
1960,7,bitchy,2
1960,7,puke,3
1960,7,sexual,11
1960,7,bitches,3
1960,7,sucker,8
1960,7,kid,88
1960,7,fag,2
1960,7,murderer,11
1960,7,peck,15
1960,7,gross,4
1960,7,babe,3
1960,7,balls,13
1960,7,rapist,1
1960,7,breast,2
1960,7,cigarette,23
1960,7,drug,12
1960,7,reject,8
1960,7,addicts,2
1960,7,explosion,5
1960,7,joint,17
1960,7,gob,1
1960,7,sweetness,3
1960,7,roach,3
1960,7,gin,17
1960,7,dumb,22
1960,7,whitey,2
1960,7,colored,27
1960,7,smack,6
1960,7,liberal,7
1960,7,virgin,6
1960,7,demon,2
1960,7,gay,6
1960,7,children's,11
1960,7,escort,14
1960,7,scum,5
1960,7,gringo,2
1960,7,cemetery,5
1960,7,pistol,16
1960,7,hustler,1
1960,7,tramp,3
1960,7,heroin,1
1960,7,crash,11
1960,7,butt,14
1960,7,coloured,9
1960,7,whit,1
1960,7,whiz,1
1960,7,addict,1
1960,7,nip,4
1960,7,diddle,11
1960,7,tongue,21
1960,7,ho,8
1960,7,deposit,13
1960,7,illegal,2
1960,7,adult,5
1960,7,radical,3
1960,7,slave,31
1960,7,damnation,2
1960,7,refugee,2
1960,7,dies,7
1960,7,republican,2
1960,7,corruption,6
1960,7,criminals,5
1960,7,premature,3
1960,7,fraud,2
1960,7,wog,2
1960,7,boom,6
1960,7,taboo,2
1960,7,crimes,5
1960,7,prick,4
1960,7,doom,2
1960,7,erect,2
1960,7,sexually,5
1960,7,sooty,1
1960,7,idiot,17
1960,7,piss,3
1960,7,racial,1
1960,7,dope,4
1960,7,goddamned,4
1960,7,fungus,1
1960,7,whop,1
1960,7,stroke,10
1960,7,rape,9
1960,7,assassin,3
1960,7,killer,20
1960,7,poverty,6
1960,7,communist,7
1960,7,snatch,4
1960,7,cum,2
1960,7,pussy,2
1960,7,quickie,3
1960,7,prostitute,7
1960,7,execute,5
1960,7,horn,5
1960,7,swastika,2
1960,7,radicals,1
1960,7,boob,2
1960,7,horny,1
1960,7,faggot,2
1960,7,penthouse,4
1960,7,fatso,1
1960,7,assault,8
1960,7,moron,1
1960,7,wop,1
1960,7,homo,2
1960,7,assassinate,2
1960,7,conspiracy,1
1960,7,bombing,6
1960,7,dickhead,1
1960,7,homosexual,2
1960,7,queer,3
1960,7,bombers,19
1960,7,suck,3
1960,7,penetration,1
1960,7,gyp,1
1960,7,tit,4
1960,7,pussycat,2
1960,7,orgy,3
1960,7,moles,1
1960,7,fuck,5
1960,7,spick,1
1960,7,foursome,1
1960,7,scat,2
1960,7,screw,7
1960,7,bra,3
1960,7,panties,5
1960,7,penis,1
1960,7,arse,3
1960,7,masturbate,2
1960,7,twat,1
1960,7,fucked,1
1960,7,blacks,3
1960,7,whites,1
1960,7,wanking,1
1960,7,backseat,1
1960,7,shit,5
1960,7,honky,1
1960,7,crabs,1
1960,7,pimp,3
1960,7,vomit,2
1960,7,puss,1
1960,7,coon,5
1960,7,redneck,2
1960,7,molest,3
1960,7,hostage,2
1960,7,executioner,2
1960,7,abuse,5
1960,7,lingerie,1
1960,7,dong,1
1960,7,slopehead,7
1960,7,coolie,3
1960,7,propaganda,1
1960,7,narcotic,1
1960,7,robber,2
1960,7,hijacking,1
1960,7,smut,1
1960,7,homicide,6
1960,7,nigger,5
1960,7,peckerwood,1
1960,7,pissed,1
1960,7,abortion,1
1960,7,shat,1
1960,7,molestation,1
1960,7,sniggering,2
1960,7,cocaine,1
1960,7,pornography,1
1960,7,turd,1
1960,7,fart,1
1960,7,bestial,1
1960,7,tits,1
1960,7,booby,2
1960,7,crappy,2
1960,7,whorehouse,1
1960,7,weenie,1
1960,7,lynch,2
1960,7,ethnic,1
1960,7,rump,1
1960,7,niggers,1
1960,7,crotch,1
1960,7,poop,1
1960,7,intercourse,1
1960,7,threesome,1
1960,7,marijuana,1
1960,7,cooly,1
1960,7,playboy,1
1960,7,libido,1
1960,7,bugger,4
1960,7,pussies,1
decade,score,bad word,number of appearance
1960,8,girls,8
1960,8,deposit,1
1960,8,shoot,11
1960,8,laid,2
1960,8,desire,4
1960,8,fire,2
1960,8,mad,8
1960,8,death,3
1960,8,die,19
1960,8,sick,13
1960,8,dead,17
1960,8,buried,7
1960,8,suicide,2
1960,8,murder,3
1960,8,kill,47
1960,8,killed,23
1960,8,crime,3
1960,8,aroused,1
1960,8,women's,2
1960,8,sexual,1
1960,8,crimes,3
1960,8,killing,8
1960,8,murderer,2
1960,8,fat,3
1960,8,fear,4
1960,8,bombing,3
1960,8,shooting,2
1960,8,firing,2
1960,8,spit,1
1960,8,cancer,1
1960,8,disease,1
1960,8,poverty,2
1960,8,fight,4
1960,8,died,13
1960,8,drunk,3
1960,8,children's,1
1960,8,knife,1
1960,8,angry,4
1960,8,funeral,1
1960,8,violence,1
1960,8,balls,1
1960,8,faith,1
1960,8,ass,3
1960,8,masterbate,1
1960,8,lies,2
1960,8,terror,2
1960,8,swallow,1
1960,8,hell,32
1960,8,criminals,1
1960,8,attack,2
1960,8,killer,1
1960,8,dirty,5
1960,8,bigger,3
1960,8,destroy,2
1960,8,horny,1
1960,8,tongue,1
1960,8,jackass,1
1960,8,damn,15
1960,8,slut,1
1960,8,stupid,3
1960,8,banging,1
1960,8,dies,2
1960,8,whiskey,1
1960,8,black,8
1960,8,virgin,1
1960,8,rape,1
1960,8,whore,2
1960,8,devil,1
1960,8,pistol,1
1960,8,color,1
1960,8,tramp,1
1960,8,goddamn,1
1960,8,scum,1
1960,8,cemetery,2
1960,8,gun,4
1960,8,weapon,1
1960,8,liquor,2
1960,8,blow,3
1960,8,slaughter,1
1960,8,slime,1
1960,8,whorehouse,1
1960,8,joint,3
1960,8,conservative,1
1960,8,harder,1
1960,8,gin,3
decade,score,bad word,number of appearance
1970,3,ass,4
1970,3,suicide,1
1970,3,girls,1
1970,3,damn,12
1970,3,snot,2
1970,3,fire,3
1970,3,screw,1
1970,3,kill,7
1970,3,dirty,1
1970,3,dive,1
1970,3,explosion,1
1970,3,shoot,1
1970,3,period,2
1970,3,colored,1
1970,3,black,14
1970,3,cancer,2
1970,3,death,6
1970,3,dead,4
1970,3,fight,3
1970,3,killed,4
1970,3,crime,2
1970,3,hell,12
1970,3,god,3
1970,3,shooting,2
1970,3,die,1
1970,3,kid,1
1970,3,gun,4
1970,3,criminals,1
1970,3,willie,7
1970,3,murderer,3
1970,3,killing,1
1970,3,whore,1
1970,3,stupid,1
1970,3,goddamn,2
1970,3,dumb,2
1970,3,horny,1
1970,3,spank,2
1970,3,crash,1
1970,3,fairies,1
1970,3,fat,2
1970,3,nasty,1
1970,3,color,1
1970,3,buried,1
1970,3,hole,3
1970,3,crack,1
1970,3,destroy,2
decade,score,bad word,number of appearance
1970,4,death,47
1970,4,funeral,1
1970,4,remains,2
1970,4,cemetery,1
1970,4,fight,40
1970,4,killing,8
1970,4,kill,38
1970,4,killed,21
1970,4,kills,4
1970,4,weapon,2
1970,4,black,6
1970,4,criminals,2
1970,4,murder,6
1970,4,violence,3
1970,4,explosion,2
1970,4,criminal,1
1970,4,faith,5
1970,4,execution,2
1970,4,firing,1
1970,4,fucking,21
1970,4,bitch,6
1970,4,crime,4
1970,4,fear,7
1970,4,desire,3
1970,4,sick,15
1970,4,died,9
1970,4,god,6
1970,4,cancer,3
1970,4,pros,1
1970,4,destroy,6
1970,4,disease,6
1970,4,vomit,2
1970,4,diseases,1
1970,4,dead,10
1970,4,shooting,4
1970,4,die,11
1970,4,devil,2
1970,4,hole,8
1970,4,fire,10
1970,4,dive,1
1970,4,shoot,5
1970,4,adult,2
1970,4,butt,7
1970,4,pissing,1
1970,4,screw,1
1970,4,hell,58
1970,4,bigger,3
1970,4,goddamn,24
1970,4,damn,54
1970,4,color,2
1970,4,tits,2
1970,4,suck,1
1970,4,dumb,4
1970,4,escort,2
1970,4,shit,15
1970,4,blow,9
1970,4,dirty,4
1970,4,jackass,1
1970,4,illegal,1
1970,4,loser,2
1970,4,whiskey,3
1970,4,bitching,1
1970,4,bombing,1
1970,4,gun,3
1970,4,ass,35
1970,4,crap,1
1970,4,joint,2
1970,4,girls,7
1970,4,crappy,1
1970,4,cock,3
1970,4,shits,1
1970,4,poverty,1
1970,4,women's,3
1970,4,piss,1
1970,4,hook,2
1970,4,poontang,1
1970,4,kid,10
1970,4,balls,4
1970,4,nasty,3
1970,4,toilet,8
1970,4,buried,1
1970,4,orgy,1
1970,4,sex,5
1970,4,gross,1
1970,4,amateur,1
1970,4,mad,3
1970,4,angry,3
1970,4,beaver,2
1970,4,hijacking,1
1970,4,killer,1
1970,4,fag,2
1970,4,swallow,1
1970,4,fucked,4
1970,4,fuck,14
1970,4,fucks,1
1970,4,whore,7
1970,4,slut,1
1970,4,puke,1
1970,4,bullshit,3
1970,4,spit,3
1970,4,slutty,1
1970,4,sissy,1
1970,4,nigger,3
1970,4,burn,4
1970,4,sucker,2
1970,4,pussy,3
1970,4,dies,1
1970,4,welfare,5
1970,4,laid,4
1970,4,fart,2
1970,4,commie,1
1970,4,failed,1
1970,4,bombs,2
1970,4,asshole,1
1970,4,crack,2
1970,4,bitches,1
1970,4,fat,6
1970,4,hooker,1
1970,4,stupid,1
1970,4,whites,1
1970,4,niggers,2
1970,4,blacks,1
1970,4,colored,2
1970,4,whitey,1
1970,4,honky,1
1970,4,assassinate,1
1970,4,crimes,1
1970,4,executed,1
1970,4,horn,3
1970,4,jade,1
1970,4,snot,1
1970,4,masturbate,1
1970,4,fondle,1
1970,4,children's,1
1970,4,enemy,2
1970,4,murderer,1
1970,4,church,1
1970,4,christ,1
1970,4,demon,5
1970,4,drug,1
1970,4,attack,1
1970,4,cigarette,1
decade,score,bad word,number of appearance
1970,5,girls,46
1970,5,bigger,29
1970,5,die,40
1970,5,death,60
1970,5,attack,29
1970,5,sick,32
1970,5,god,7
1970,5,kill,236
1970,5,gun,40
1970,5,penis,3
1970,5,disease,6
1970,5,rape,11
1970,5,killing,30
1970,5,erection,2
1970,5,died,41
1970,5,destroy,41
1970,5,blind,25
1970,5,burn,21
1970,5,killed,131
1970,5,fairy,3
1970,5,desire,8
1970,5,beast,11
1970,5,lies,8
1970,5,violence,7
1970,5,dead,67
1970,5,slave,10
1970,5,fire,77
1970,5,period,9
1970,5,color,8
1970,5,stupid,21
1970,5,damn,141
1970,5,hell,308
1970,5,pissed,6
1970,5,dumb,34
1970,5,ass,42
1970,5,homo,1
1970,5,fairies,1
1970,5,balls,14
1970,5,fat,12
1970,5,prick,1
1970,5,fucking,39
1970,5,butt,9
1970,5,shooting,10
1970,5,kid,46
1970,5,niggers,3
1970,5,fuck,24
1970,5,welfare,7
1970,5,screw,18
1970,5,tit,3
1970,5,goddamn,71
1970,5,shit,32
1970,5,fucked,2
1970,5,pissing,2
1970,5,devil,27
1970,5,fight,47
1970,5,knife,8
1970,5,killer,22
1970,5,crime,16
1970,5,illegal,6
1970,5,dope,6
1970,5,kills,14
1970,5,mad,23
1970,5,drug,4
1970,5,suck,7
1970,5,drunk,37
1970,5,dirty,22
1970,5,shoot,52
1970,5,shithead,1
1970,5,hole,16
1970,5,fore,2
1970,5,toilet,8
1970,5,bitching,1
1970,5,asshole,2
1970,5,blow,45
1970,5,fear,31
1970,5,babies,16
1970,5,slaughter,3
1970,5,church,24
1970,5,black,50
1970,5,cemetery,1
1970,5,pot,3
1970,5,faith,17
1970,5,terror,4
1970,5,bitch,23
1970,5,cock,1
1970,5,idiot,8
1970,5,horn,7
1970,5,hostage,2
1970,5,snot,1
1970,5,buried,5
1970,5,booby,2
1970,5,angry,3
1970,5,laid,28
1970,5,joint,4
1970,5,enemy,19
1970,5,oral,3
1970,5,amateur,2
1970,5,terrorist,4
1970,5,explosion,3
1970,5,poop,1
1970,5,crack,11
1970,5,bomb,17
1970,5,crap,5
1970,5,banging,3
1970,5,sucker,11
1970,5,harder,8
1970,5,funeral,5
1970,5,drunken,9
1970,5,hummer,2
1970,5,honk,2
1970,5,doom,1
1970,5,whites,6
1970,5,nigger,3
1970,5,faggot,1
1970,5,assassin,2
1970,5,escort,4
1970,5,firing,6
1970,5,hook,6
1970,5,remains,3
1970,5,hooker,4
1970,5,molest,1
1970,5,failed,8
1970,5,murder,16
1970,5,gin,4
1970,5,arsehole,1
1970,5,virgin,14
1970,5,women's,3
1970,5,sex,9
1970,5,spit,5
1970,5,sexual,13
1970,5,breast,1
1970,5,geezer,2
1970,5,smack,2
1970,5,swallow,2
1970,5,dies,6
1970,5,goddamned,8
1970,5,muff,1
1970,5,bombs,4
1970,5,sexy,5
1970,5,naked,5
1970,5,nasty,6
1970,5,criminal,5
1970,5,raped,6
1970,5,jade,1
1970,5,colored,8
1970,5,dick,2
1970,5,turd,1
1970,5,shitting,1
1970,5,tits,3
1970,5,criminals,1
1970,5,suicide,5
1970,5,execute,2
1970,5,hijack,2
1970,5,hijacker,2
1970,5,pistol,3
1970,5,stringer,1
1970,5,weapon,6
1970,5,diseases,2
1970,5,rabbi,2
1970,5,abuse,3
1970,5,racial,1
1970,5,propaganda,2
1970,5,corruption,3
1970,5,deposit,4
1970,5,sniper,2
1970,5,bullshit,5
1970,5,murderer,3
1970,5,crimes,4
1970,5,homicide,1
1970,5,urinate,1
1970,5,defecate,1
1970,5,sodomize,1
1970,5,rapist,1
1970,5,sexually,4
1970,5,failure,1
1970,5,gringo,1
1970,5,buggered,1
1970,5,orgasm,1
1970,5,whiskey,6
1970,5,limey,1
1970,5,hookers,2
1970,5,rump,1
1970,5,stroke,2
1970,5,honky,3
1970,5,crotch,1
1970,5,scum,1
1970,5,bitches,1
1970,5,cocktail,6
1970,5,dyke,1
1970,5,horny,1
1970,5,nigga,1
1970,5,pansy,1
1970,5,jism,1
1970,5,servant,5
1970,5,hustler,1
1970,5,whiz,1
1970,5,whore,8
1970,5,tramp,2
1970,5,disturbed,1
1970,5,loser,1
1970,5,boobs,2
1970,5,heroin,1
1970,5,bombing,1
1970,5,queer,3
1970,5,pimp,2
1970,5,coon,2
1970,5,demon,1
1970,5,tongue,2
1970,5,vomit,1
1970,5,asses,1
1970,5,cigarette,2
1970,5,whorehouse,2
1970,5,stroking,1
1970,5,liquor,2
1970,5,children's,2
1970,5,aroused,1
1970,5,spunk,1
1970,5,executed,2
1970,5,nude,1
1970,5,crash,7
1970,5,bra,1
1970,5,assassination,1
1970,5,urine,1
1970,5,weenie,1
1970,5,nookie,3
1970,5,twat,1
1970,5,piss,4
1970,5,semen,1
1970,5,squaw,2
1970,5,motherfucking,1
1970,5,negro,1
1970,5,titty,1
1970,5,dipshit,1
1970,5,horseshit,1
1970,5,pros,1
1970,5,headlights,3
1970,5,sonofabitch,3
1970,5,gross,2
1970,5,shitfaced,1
1970,5,intercourse,1
1970,5,sluts,1
1970,5,conspiracy,1
1970,5,assault,1
1970,5,dive,2
1970,5,booty,1
1970,5,vibrator,1
1970,5,adult,1
1970,5,fart,1
1970,5,slut,2
1970,5,beaver,1
1970,5,sweetness,1
1970,5,spic,1
1970,5,addict,1
1970,5,gay,1
1970,5,pussycat,1
decade,score,bad word,number of appearance
1970,6,blow,162
1970,6,kill,621
1970,6,dirty,102
1970,6,boob,1
1970,6,death,154
1970,6,black,257
1970,6,fear,70
1970,6,kid,139
1970,6,dope,31
1970,6,gin,9
1970,6,sick,138
1970,6,sissy,3
1970,6,dumb,97
1970,6,ho,10
1970,6,whites,5
1970,6,swallow,9
1970,6,asses,14
1970,6,destroy,89
1970,6,shoot,206
1970,6,babies,23
1970,6,ass,184
1970,6,girls,184
1970,6,damn,501
1970,6,urinate,4
1970,6,violence,15
1970,6,hell,987
1970,6,killed,367
1970,6,fucking,176
1970,6,die,189
1970,6,hole,62
1970,6,asshole,16
1970,6,sexual,31
1970,6,disturbed,14
1970,6,fuck,113
1970,6,women's,16
1970,6,fight,187
1970,6,period,16
1970,6,laid,52
1970,6,bitch,97
1970,6,desire,24
1970,6,fire,121
1970,6,suicide,20
1970,6,angry,27
1970,6,sex,52
1970,6,semen,1
1970,6,lies,56
1970,6,beaver,6
1970,6,hijacking,2
1970,6,gun,128
1970,6,faggot,5
1970,6,drunk,37
1970,6,hookers,2
1970,6,mad,75
1970,6,liquor,15
1970,6,butt,24
1970,6,fat,67
1970,6,lynch,2
1970,6,tongue,18
1970,6,idiot,26
1970,6,devil,41
1970,6,drunken,17
1970,6,blind,46
1970,6,hook,21
1970,6,goddamn,383
1970,6,shit,139
1970,6,bigger,52
1970,6,dead,252
1970,6,horny,8
1970,6,fart,5
1970,6,breast,9
1970,6,shooting,66
1970,6,horn,13
1970,6,enemy,81
1970,6,died,135
1970,6,naked,31
1970,6,faith,41
1970,6,slut,2
1970,6,assault,12
1970,6,attack,62
1970,6,murder,75
1970,6,killing,95
1970,6,servant,19
1970,6,escort,16
1970,6,minority,4
1970,6,conspiracy,10
1970,6,firing,25
1970,6,weapon,27
1970,6,knife,30
1970,6,killer,18
1970,6,bomb,47
1970,6,whitey,3
1970,6,turd,5
1970,6,homicide,4
1970,6,balls,19
1970,6,church,70
1970,6,bombs,21
1970,6,homosexual,6
1970,6,gay,28
1970,6,crap,45
1970,6,god,29
1970,6,rape,22
1970,6,fucked,20
1970,6,suck,17
1970,6,bisexual,2
1970,6,raped,13
1970,6,virgin,8
1970,6,stupid,108
1970,6,screw,31
1970,6,adult,9
1970,6,execute,2
1970,6,execution,6
1970,6,boobs,6
1970,6,joint,27
1970,6,fairy,17
1970,6,pissed,26
1970,6,smack,7
1970,6,motherfucking,7
1970,6,spick,1
1970,6,kills,22
1970,6,flasher,2
1970,6,cancer,5
1970,6,color,37
1970,6,radical,10
1970,6,molest,3
1970,6,disease,23
1970,6,slave,15
1970,6,crack,28
1970,6,drug,15
1970,6,burn,64
1970,6,spit,32
1970,6,abuse,8
1970,6,dies,16
1970,6,criminal,29
1970,6,blacks,7
1970,6,crappy,3
1970,6,headlights,2
1970,6,dive,8
1970,6,sucker,19
1970,6,bitches,11
1970,6,reject,9
1970,6,blackout,2
1970,6,crash,11
1970,6,bombers,11
1970,6,palestinian,2
1970,6,pissing,7
1970,6,dick,15
1970,6,explosion,15
1970,6,cigarette,18
1970,6,refugee,2
1970,6,arab,1
1970,6,bullshit,23
1970,6,goddamned,14
1970,6,chin,6
1970,6,remains,17
1970,6,buried,42
1970,6,babe,8
1970,6,dammit,1
1970,6,nasty,22
1970,6,booby,2
1970,6,murderer,13
1970,6,failed,22
1970,6,crime,53
1970,6,tard,1
1970,6,cocktail,11
1970,6,porn,1
1970,6,queer,7
1970,6,tits,10
1970,6,slaughter,8
1970,6,shitting,4
1970,6,hillbillies,1
1970,6,beast,17
1970,6,whore,7
1970,6,whiskey,32
1970,6,piss,27
1970,6,executed,8
1970,6,pistol,10
1970,6,coon,3
1970,6,welfare,18
1970,6,stroke,10
1970,6,sexy,12
1970,6,bra,2
1970,6,whiz,3
1970,6,tit,3
1970,6,nigger,16
1970,6,deposit,10
1970,6,funeral,43
1970,6,cock,6
1970,6,orgasm,2
1970,6,damnation,2
1970,6,rabbi,3
1970,6,criminals,7
1970,6,crimes,11
1970,6,propaganda,4
1970,6,jewish,1
1970,6,toilet,14
1970,6,pud,1
1970,6,hustler,4
1970,6,pimp,6
1970,6,niggers,9
1970,6,scum,2
1970,6,pot,23
1970,6,doo-doo,2
1970,6,torture,8
1970,6,kinky,2
1970,6,horseshit,4
1970,6,slime,1
1970,6,loser,7
1970,6,addict,3
1970,6,cocaine,2
1970,6,harem,1
1970,6,children's,11
1970,6,playboy,1
1970,6,heroin,15
1970,6,shits,5
1970,6,illegal,18
1970,6,communist,6
1970,6,jugs,2
1970,6,failure,12
1970,6,racial,2
1970,6,hobo,1
1970,6,premature,10
1970,6,colored,7
1970,6,knockers,2
1970,6,titties,4
1970,6,cemetery,10
1970,6,hooker,3
1970,6,harder,41
1970,6,doom,5
1970,6,liberal,5
1970,6,redneck,2
1970,6,fondle,3
1970,6,banging,5
1970,6,amateur,9
1970,6,penis,5
1970,6,pussy,6
1970,6,pubic,1
1970,6,hijack,1
1970,6,radicals,4
1970,6,puss,1
1970,6,fairies,4
1970,6,commie,3
1970,6,orgies,1
1970,6,rump,1
1970,6,snatch,4
1970,6,honky,7
1970,6,sadis,1
1970,6,homo,1
1970,6,uterus,2
1970,6,poontang,2
1970,6,diseases,3
1970,6,sexually,3
1970,6,rectum,2
1970,6,nigger's,1
1970,6,looser,1
1970,6,pussycat,1
1970,6,jade,2
1970,6,snot,2
1970,6,excrement,1
1970,6,bestial,2
1970,6,executioner,1
1970,6,jew,3
1970,6,geezer,1
1970,6,corruption,2
1970,6,christian,2
1970,6,terror,2
1970,6,retarded,2
1970,6,moron,2
1970,6,pros,3
1970,6,ethnic,2
1970,6,gross,8
1970,6,conservative,4
1970,6,sonofabitch,1
1970,6,prick,8
1970,6,testicles,1
